Parcel_No,SalePrice,PricePerSq,LivingArea,Style,GROSS_AREA,NUM_FLOORS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_FPLACE,LU,OWN_OCC,R_BLDG_STY,R_ROOF_TYP,R_TOTAL_RM,YR_BUILT,nbh_name
1200626000,780000,154.3,5055,Semi_Det,6726,3,9,3,0,3,0,R3,N,SD,F,18,1900,Roxbury
1902418000,775000,431.75,1795,Colonial,3037,2,4,1,0,1,1,R1,Y,CL,G,6,1924,Jamaica Plain
1701067000,775000,295.46,2983,Victorian,4319,2.5,5,2,1,1,1,R1,Y,VT,G,9,1901,Dorchester
1902349006,772500,431.56,1790,Other,3910,1,3,2,0,1,2,R1,N,OH,H,6,1957,Jamaica Plain
903604000,772000,278.5,2772,Conventional,3831,3,6,3,0,2,0,R2,N,CV,G,11,2006,Roxbury
104079000,769000,208.74,3684,Semi_Det,5421,3,6,3,0,3,0,R3,N,SD,F,17,1908,East Boston
2008880000,765000,284.6,2688,Colonial,4101,2.5,5,1,1,1,1,R1,Y,CL,G,9,1910,West Roxbury
1302920000,764000,203.9,3747,Conventional,5980,2.5,6,2,1,2,0,R2,Y,CV,G,13,1905,Dorchester
1002737000,763980,355.34,2150,Conventional,3761,2,6,3,0,3,0,R3,N,CV,G,15,1900,Jamaica Plain
1302842000,762000,219.53,3471,Decker,5393,3,6,3,0,3,0,R3,Y,DK,F,15,1910,Dorchester
201626000,760000,514.21,1140,Row_Middle,1915,2,3,1,1,1,0,R1,Y,RM,G,5,1865,Charlestown
1904466000,760000,470.88,1614,Colonial,2618,2,2,2,0,1,1,R1,Y,CL,G,8,1850,Jamaica Plain
1603433000,760000,201.16,3751,Victorian,6036,2.5,5,2,1,1,5,R1,N,VT,G,11,1884,Dorchester
102236000,760000,171.64,4428,Decker,6700,3,7,3,0,3,0,R3,Y,DK,F,17,1912,East Boston
604082000,753000,511.2,1407,Row_Middle,2200,2,3,1,0,1,1,R1,Y,RM,M,7,1890,South Boston
200400000,751000,630.56,1020,Row_End,1692,2,3,2,1,1,1,R1,Y,RE,G,5,1880,Charlestown
1103729000,750000,411.18,1824,Colonial,2932,2,3,1,1,1,1,R1,Y,CL,G,8,1930,Jamaica Plain
702298000,750000,395.57,1896,Row_Middle,2640,3,5,2,0,2,1,R1,N,RM,M,10,1899,South Boston
1302005000,750000,211.33,3549,Decker,5249,3,7,3,0,3,0,R3,N,DK,F,16,1900,Dorchester
1903750000,750000,161.74,4637,Conventional,6804,3,6,3,0,3,0,R3,Y,CV,L,12,1901,Roslindale
601581000,745000,288.76,2580,Conventional,3948,3,6,2,0,2,0,R2,N,CV,F,11,1890,South Boston
201003000,742000,515.28,1440,Row_End,1980,3,3,1,0,1,0,R1,N,RE,F,6,1880,Charlestown
200123000,740000,479.9,1542,Semi_Det,2820,2,4,2,0,2,0,R2,Y,SD,G,8,1885,Charlestown
1900006000,740000,450.67,1642,Colonial,2915,2,3,3,0,1,0,R1,Y,CL,G,6,1905,Jamaica Plain
1302594000,740000,398.28,1858,Colonial,3387,2,4,2,0,1,1,R1,Y,CL,G,8,1920,Dorchester
701220000,740000,354.41,2088,Conventional,2712,3,4,2,0,2,0,R2,Y,CV,M,10,1890,South Boston
2004243000,740000,351.21,2107,Cape,3286,1.5,3,2,1,1,1,R1,Y,CP,G,7,1935,West Roxbury
1701069000,740000,285.16,2340,Victorian,4050,2,5,1,1,1,1,R1,Y,VT,G,10,1895,Dorchester
903226000,740000,265.23,2790,Row_Middle,3720,3,6,3,0,3,0,R3,N,RM,F,15,1890,Roxbury
1903221000,740000,236.27,3132,Decker,5082,3,9,3,3,3,0,R3,Y,DK,F,15,1920,Roslindale
105691000,737000,285.33,2583,Semi_Det,3732,3,8,3,0,3,0,R3,N,SD,F,17,1900,East Boston
2007757020,736000,409.12,1799,Colonial,2828,2,3,3,1,1,2,R1,N,CL,G,8,1997,West Roxbury
1103428000,735000,317.08,2318,Two_Fam_Stack,3729,2,5,2,0,2,0,R2,N,TF,H,10,1910,Jamaica Plain
200932000,732500,615.55,1191,Row_End,1326,2,2,2,1,1,0,R1,N,RE,F,6,1870,Charlestown
2005403000,730000,282.07,2588,Conventional,4440,2,6,3,0,2,0,R2,Y,CV,G,12,1910,Roslindale
1101338000,730000,234.95,3107,Conventional,4736,2.5,5,3,0,3,0,R3,N,CV,G,12,1885,Jamaica Plain
1503200000,730000,211.04,3459,Decker,4969,3,9,3,0,3,0,R3,N,DK,F,15,1905,Dorchester
2002546000,725000,335.96,2158,Colonial,3469,2,4,2,1,1,1,R1,Y,CL,G,9,1937,West Roxbury
903730000,725000,245.6,2952,Semi_Det,3936,3,9,3,0,3,0,R3,N,SD,F,18,1890,Roxbury
1603733000,725000,204.98,3537,Decker,5276,3,6,3,0,3,0,R3,N,DK,F,15,1926,Dorchester
106123000,725000,199.89,3183,Semi_Det,4604,3,8,3,0,3,0,R3,Y,SD,F,17,1900,East Boston
1302324000,725000,199.78,3619,Colonial,6365,2,4,2,0,1,0,R1,Y,CL,G,13,1890,Dorchester
2004207000,722500,380.06,1901,Colonial,3476,2,4,1,1,1,0,R1,N,CL,G,8,1920,West Roxbury
1900059000,720000,309.94,2323,Conventional,3865,2,5,3,0,3,0,R3,N,CV,G,12,1900,Jamaica Plain
903676000,720000,214.16,3362,Semi_Det,4370,3,6,3,0,3,0,R3,Y,SD,M,13,1900,Roxbury
1303079000,720000,202.53,3555,Decker,5303,3,7,3,0,3,0,R3,Y,DK,F,15,1905,Dorchester
1603346000,715000,186.29,3838,Two_Fam_Stack,6528,2,6,4,0,2,0,R2,Y,TF,H,13,1928,Dorchester
2002177000,712200,269.57,2642,Colonial,4521,2,4,1,1,1,1,R1,Y,CL,G,10,1880,West Roxbury
700650000,710000,342,2076,Semi_Det,3038,3,4,3,0,2,0,R2,N,SD,F,9,1888,South Boston
1904745000,707000,258.78,2732,Conventional,4321,2.5,5,2,0,2,0,R2,N,CV,G,11,1905,Jamaica Plain
1100736000,706000,193.74,3644,Decker,5138,3,6,3,0,3,0,R3,Y,DK,G,15,1900,Roxbury
603214000,705000,406.11,1736,Semi_Det,3100,2,5,2,0,2,0,R2,Y,SD,F,9,1890,South Boston
702592000,705000,389.07,1812,Semi_Det,2509,3,4,1,1,1,0,R1,N,SD,M,7,1905,South Boston
2005173000,705000,339.92,2074,Colonial,3438,2,3,2,1,1,1,R1,Y,CL,L,7,1935,Roslindale
1302015000,702000,209.68,3348,Decker,5058,3,6,3,0,3,0,R3,Y,DK,F,15,1905,Dorchester
200686000,700000,585.28,1311,Colonial,1617,1.5,2,1,1,1,1,R1,Y,CL,G,5,1845,Charlestown
2003594001,700000,420.42,1665,Other,4390,1,2,1,1,1,1,R1,N,OH,G,8,1950,West Roxbury
1900148000,700000,344.83,2030,Colonial,3375,2,3,2,1,1,1,R1,Y,CL,G,7,1910,Jamaica Plain
1101431000,700000,300.82,2327,Semi_Det,4218,2,4,2,0,1,1,R1,N,SD,H,9,1885,Jamaica Plain
2006512001,700000,289.5,2418,Colonial,3767,2,5,1,0,1,1,R1,N,CL,G,8,1860,West Roxbury
903232000,700000,268.51,2475,Row_Middle,3362,3,9,3,0,3,0,R3,N,RM,F,15,1900,Roxbury
102073000,700000,181.54,2732,Conventional,4477,2,6,3,0,3,0,R3,N,CV,M,15,1909,East Boston
700956000,696500,437.5,1704,Row_End,2252,3,4,2,1,1,1,R1,N,RE,F,6,1890,South Boston
1303154000,690050,414.69,1664,Colonial,2509,2,3,1,0,1,0,R1,N,CL,G,7,1900,Dorchester
2101852000,690000,473.25,1458,Colonial,2515,2,3,2,0,1,0,R1,Y,CL,G,6,1920,Brighton
1303228000,690000,208.33,3312,Decker,4716,3,6,3,0,3,0,R3,N,DK,F,14,1905,Dorchester
1200927000,690000,121.31,5598,Decker,7889,3,9,3,0,3,0,R3,N,DK,G,17,1905,Roxbury
603385000,685000,677.55,1011,Colonial,1524,2,2,2,0,1,0,R1,Y,CL,G,6,1890,South Boston
200951000,685000,590.52,1160,Row_Middle,1740,2,2,1,0,1,0,R1,N,RM,F,6,1860,Charlestown
700535000,685000,402,1716,Conventional,2448,3,5,2,0,2,0,R2,N,CV,G,9,1900,South Boston
2006651001,685000,322.5,2124,Colonial,4158,2,4,1,1,1,0,R1,Y,CL,G,8,1880,West Roxbury
2003499000,685000,288.79,1998,Colonial,3204,2,4,1,1,1,2,R1,Y,CL,G,8,1925,West Roxbury
1804491000,685000,238.1,2877,Colonial,4503,2,5,2,0,1,0,R1,Y,CL,G,9,1900,Roslindale
1100857000,685000,228.79,2994,Semi_Det,3992,3,8,3,0,3,0,R3,N,SD,F,14,1920,Roxbury
1600342000,685000,197.35,3471,Decker,5195,3,6,3,0,3,0,R3,Y,DK,F,15,1905,Dorchester
2005236000,685000,177.83,3852,Conventional,6044,2.5,5,3,0,3,0,R3,Y,CV,G,17,1884,Roslindale
903191000,685000,164.74,4158,Conventional,6922,2.5,6,4,0,3,0,R3,N,CV,G,12,1899,Roxbury
1601882000,684500,240.68,2908,Victorian,4427,2.5,4,2,1,2,1,R1,Y,VT,H,10,1910,Dorchester
2004422000,682000,380.79,1791,Colonial,3116,2,3,1,1,1,1,R1,Y,CL,G,7,1938,West Roxbury
200519000,680000,604.44,1080,Semi_Det,1510,3,2,1,1,1,0,R1,Y,SD,M,6,1865,Charlestown
1900005000,680000,259.84,2617,Conventional,4325,2,6,2,0,2,0,R2,Y,CV,G,12,1905,Jamaica Plain
2002321000,680000,259.25,2443,Colonial,4616,2,4,1,1,1,1,R1,Y,CL,G,9,1900,West Roxbury
2001732000,680000,231.45,2938,Two_Fam_Stack,4800,2,6,2,0,2,0,R2,N,TF,H,14,1914,West Roxbury
1904871000,680000,216.98,3134,Conventional,5316,2.5,5,2,0,2,0,R2,N,CV,G,12,1915,Jamaica Plain
106866000,680000,209.3,3364,Decker,3872,3,6,3,0,3,0,R3,N,DK,F,15,1900,East Boston
903743000,680000,180.08,3776,Conventional,5342,2.5,6,3,0,2,0,R2,Y,CV,G,11,1900,Roxbury
101367001,680000,170.94,3810,Conventional,3922,2,6,3,0,3,0,R3,N,CV,G,15,1960,East Boston
1002040000,675100,289.37,2333,Conventional,4204,2,4,2,0,2,0,R2,N,CV,G,10,1887,Jamaica Plain
602895000,675000,367.65,1836,Conventional,2744,3,5,1,1,1,0,R1,Y,CV,F,7,1890,South Boston
1002215000,675000,280.32,2408,Two_Fam_Stack,4002,2,6,2,0,2,0,R2,Y,TF,G,8,1915,Jamaica Plain
1900228000,675000,265.23,2545,Semi_Det,3918,2.5,4,2,0,2,0,R2,N,SD,G,12,1920,Jamaica Plain
1904844000,675000,219.3,3078,Decker,4590,3,6,3,0,3,0,R3,N,DK,F,15,1915,Jamaica Plain
104800000,675000,201.61,3348,Semi_Det,4555,3,5,3,0,3,0,R3,N,SD,F,8,1910,East Boston
1301465000,675000,172.55,3912,Decker,5882,3,6,3,0,3,0,R3,N,DK,F,18,1905,Dorchester
1704700000,670000,322.12,2080,Victorian,3974,2,5,2,1,1,1,R1,Y,VT,G,12,1885,Dorchester
2002872010,670000,307.34,2180,Colonial,3038,2,4,2,2,1,1,R1,Y,CL,G,8,1994,West Roxbury
100112000,670000,291.94,2295,Row_End,3482,3,6,3,0,3,0,R3,N,RE,F,14,1905,East Boston
1302851000,670000,189.43,3537,Decker,5418,3,9,3,0,3,0,R3,N,DK,F,15,1906,Dorchester
2006030000,668000,231.94,2422,Two_Fam_Stack,4128,2,4,2,0,2,0,R2,N,TF,H,10,1915,West Roxbury
2001905000,667500,400.9,1665,Colonial,3073,2,4,1,1,1,1,R1,Y,CL,G,7,1954,West Roxbury
1903758000,665000,296.08,2030,Colonial,3510,2,4,1,1,1,0,R1,Y,CL,H,8,1890,Roslindale
2008399000,665000,286.76,2319,Colonial,4753,2,4,2,1,1,0,R1,Y,CL,G,9,1880,West Roxbury
2000977000,665000,271.65,2448,Two_Fam_Stack,4038,2,5,2,0,2,0,R2,N,TF,H,11,1925,Roslindale
2001635000,665000,233.99,2842,Conventional,4916,2,5,2,0,2,0,R2,N,CV,G,12,1920,West Roxbury
100174000,665000,227.35,2925,Decker,4341,3,8,3,0,3,0,R3,N,DK,F,14,1900,East Boston
2001526000,665000,218.25,2738,Victorian,4862,2,6,1,1,1,3,R1,N,VT,G,12,1900,Roslindale
1101306000,664875,239.85,2772,Two_Fam_Stack,4111,2,4,2,0,2,0,R2,N,TF,M,10,1935,Jamaica Plain
2007637000,663600,314.8,0,Colonial,0,1,0,0,0,0,0,RL,N,CL,U,0,0,West Roxbury
2009147000,662900,340.3,1948,Colonial,3126,2,3,2,2,1,1,R1,Y,CL,G,7,2001,West Roxbury
1001921000,661800,275.98,2398,Conventional,4026,2,5,3,0,2,0,R2,N,CV,G,10,1915,Jamaica Plain
2001863000,660000,366.46,1801,Colonial,3120,2,3,1,1,1,1,R1,Y,CL,G,7,1935,West Roxbury
1700866000,660000,292.04,2283,Colonial,3742,2.5,5,2,1,1,0,R1,Y,CL,G,9,1890,Dorchester
1804627000,660000,260.05,2538,Two_Fam_Stack,4199,2,5,2,0,2,0,R2,Y,TF,H,11,1880,Roslindale
1601817000,660000,188.3,3505,Conventional,5500,2.5,6,3,0,3,0,R3,Y,CV,H,15,1930,Dorchester
802583000,660000,177.99,3708,Row_End,4958,3,8,3,0,3,0,R3,N,RE,F,14,1890,Roxbury
202510000,658000,408.95,1532,Row_End,2272,2.5,5,2,1,1,0,R1,N,RE,G,7,1875,Charlestown
2010491000,657000,357.84,1772,Colonial,3216,2,3,2,1,1,1,R1,Y,CL,H,6,1993,West Roxbury
2007271000,657000,270.7,2427,Two_Fam_Stack,3927,2,4,2,0,2,2,R2,N,TF,H,11,1925,West Roxbury
1804998000,655000,352.91,1856,Colonial,3011,2,3,1,0,1,0,R1,N,CL,G,7,1904,Roslindale
2000887000,652000,357.46,1824,Colonial,2802,2,3,2,2,1,1,R1,Y,CL,G,8,2011,Roslindale
2000949000,651000,291.41,1862,Colonial,2905,2,4,1,1,1,2,R1,Y,CL,G,7,1901,Roslindale
701663000,650000,550.85,1180,Semi_Det,1605,2,2,2,1,1,0,R1,N,SD,F,5,1900,South Boston
2008351000,650000,345.01,1884,Victorian,3187,2,4,1,1,1,1,R1,Y,VT,H,7,1900,West Roxbury
701263000,650000,331.29,1962,Conventional,2858,3,6,3,1,2,0,R2,Y,CV,F,12,1880,South Boston
1302737000,650000,328.12,1981,Conventional,3212,2,4,2,0,2,0,R2,Y,CV,G,10,1910,Dorchester
104310000,650000,294.92,2204,Two_Fam_Stack,3586,2,2,2,0,2,1,R2,Y,TF,F,5,1900,East Boston
