Parcel_No,SalePrice,PricePerSq,LivingArea,Style,GROSS_AREA,NUM_FLOORS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_FPLACE,LU,OWN_OCC,R_BLDG_STY,R_ROOF_TYP,R_TOTAL_RM,YR_BUILT,nbh_name
2008323000,426000,396.28,1075,Cape,2376,1,3,1,1,1,1,R1,N,CP,G,7,1955,West Roxbury
1809607000,426000,280.45,1519,Conventional,2839,2,3,1,0,1,0,R1,Y,CV,G,7,1929,Hyde Park
802764000,426000,190.86,2232,Row_Middle,2976,3,6,3,0,2,0,R2,Y,RM,M,9,1890,Roxbury
1801442000,426000,126.71,3618,Conventional,4798,2,6,3,0,2,0,R2,N,CV,G,13,1925,Hyde Park
800078000,425532,111.22,3826,Decker,5191,3,6,3,0,3,0,R3,Y,DK,F,15,1890,Dorchester
2007348000,425000,360.78,1178,Colonial,2008,2,3,1,1,1,1,R1,Y,CL,G,6,1923,West Roxbury
2011848000,425000,325.92,1304,Other,2608,1,2,2,0,1,1,R1,Y,OH,H,6,1934,West Roxbury
2008757002,425000,325.42,1306,Cape,2329,1.5,3,1,1,1,1,R1,N,CP,G,6,1950,West Roxbury
1904971000,425000,312.5,1360,Colonial,2198,2,3,1,0,1,0,R1,Y,CL,G,6,1929,Jamaica Plain
101683000,425000,264.63,1606,Two_Fam_Stack,3228,2,6,2,0,2,0,R2,N,TF,F,12,1900,East Boston
1903132000,425000,237.43,1790,Other,2130,1,4,1,1,1,0,R1,Y,OH,H,7,1950,Roslindale
2010358000,425000,230.23,1846,Colonial,2917,2,4,1,0,1,0,R1,Y,CL,H,8,1928,West Roxbury
1303147000,425000,218.62,1944,Colonial,2895,2,4,1,0,1,0,R1,N,CL,M,8,1900,Dorchester
1300273000,425000,188.64,2253,Conventional,3972,2,5,3,0,2,0,R3,N,CV,G,12,1905,Roxbury
103392000,425000,164.35,2586,Two_Fam_Stack,3879,2,5,2,0,2,0,R2,Y,TF,F,11,1900,East Boston
1401598000,425000,163.78,2595,Row_Middle,3460,3,8,3,0,3,0,R3,N,RM,F,14,1890,Dorchester
1701684000,425000,160.92,2641,Conventional,4310,2.5,6,3,0,3,0,R3,N,CV,G,12,1896,Dorchester
1403172000,425000,104.83,3625,Conventional,6396,2,7,3,0,3,0,R3,N,CV,G,12,1935,Dorchester
2001172000,424100,261.31,1242,Colonial,2101,2,3,1,0,1,0,R1,Y,CL,G,6,1910,Roslindale
2000404000,423000,292.73,1445,Colonial,2656,1.5,2,2,0,1,0,R1,Y,CL,G,6,1915,Roslindale
2011677000,421500,275.49,1530,Colonial,2370,2,3,2,1,1,1,R1,N,CL,G,7,1996,West Roxbury
1804581000,421000,273.02,1542,Colonial,2367,2,3,1,1,1,1,R1,N,CL,G,5,1905,Roslindale
1703157000,421000,214.47,1963,Colonial,3392,2,4,1,1,1,0,R1,N,CL,G,7,1920,Dorchester
1703015000,420800,188.19,2236,Two_Fam_Stack,4899,2,5,2,0,2,0,R2,Y,TF,H,12,1945,Dorchester
1804861002,420000,343.14,1224,Cape,2190,1.5,4,2,0,1,0,R1,N,CP,G,6,1986,Roslindale
1808523002,420000,343.14,1224,Colonial,2072,2,2,1,0,1,1,R1,N,CL,L,5,1926,Hyde Park
2005132000,420000,327.36,1283,Cape,2828,1,3,1,0,1,1,R1,Y,CP,G,6,1954,Roslindale
1601879000,420000,290.66,1483,Cape,2892,1.5,3,1,0,1,1,R1,Y,CP,G,8,1930,Dorchester
105193000,420000,263.82,1592,Row_End,2564,2,3,1,0,1,0,R1,N,RE,F,6,1969,East Boston
2011344000,420000,208.96,2010,Conventional,2209,1,5,2,0,2,0,R2,N,CV,G,9,1973,West Roxbury
103389000,420000,185.68,2262,Two_Fam_Stack,3421,2,6,2,0,2,0,R2,N,TF,H,10,1900,East Boston
1300024000,420000,151.41,2774,Conventional,4425,2,4,3,0,3,0,R3,Y,CV,G,11,1900,Roxbury
1101470000,419000,252.71,1658,Colonial,2923,2,4,1,0,1,0,R1,N,CL,G,10,1900,Jamaica Plain
1811612000,419000,238.88,1754,Colonial,2960,2,3,2,0,1,0,R1,Y,CL,G,7,1880,Hyde Park
1800813000,419000,128.13,3270,Decker,5290,3,6,3,0,3,0,R3,N,DK,F,15,1905,Mattapan
1806282002,417500,377.15,1107,Other,2326,1,5,1,1,1,2,R1,N,OH,H,10,1960,Roslindale
1811300000,417000,238.29,1750,Colonial,2443,2,3,1,1,1,1,R1,Y,CL,G,9,1940,Hyde Park
2009210000,415000,371.2,1118,Cape,2539,1,3,1,1,1,0,R1,Y,CP,G,6,1835,West Roxbury
2010230000,415000,315.11,1317,Cape,2400,1.5,2,1,1,1,1,R1,Y,CP,G,6,1958,West Roxbury
1601068000,415000,303.36,1368,Colonial,2181,2,3,1,0,1,0,R1,Y,CL,G,6,1920,Dorchester
1810100000,415000,183.47,2183,Conventional,3838,2,4,2,1,2,0,R2,N,CV,G,11,1910,Hyde Park
1101058000,415000,156.72,2648,Two_Fam_Stack,4348,2,4,2,0,2,0,R2,Y,TF,G,12,1915,Jamaica Plain
1701870000,415000,153.25,2730,Conventional,4418,2,8,2,0,2,0,R2,N,CV,G,13,1920,Dorchester
1702145000,415000,126.22,3288,Decker,5314,3,6,3,0,3,0,R3,Y,DK,F,15,1905,Dorchester
1402560000,415000,121.81,3407,Conventional,5571,2.5,6,3,0,3,0,R3,Y,CV,G,14,1900,Dorchester
1402761000,415000,120.89,3433,Conventional,5481,2.5,6,3,0,3,0,R3,N,CV,G,13,1910,Dorchester
1812009000,414500,252.13,1644,Colonial,2570,2,3,1,1,1,0,R1,Y,CL,G,6,1920,Hyde Park
1600786000,413500,176.56,2342,Colonial,3844,2,5,1,1,1,0,R1,Y,CL,G,9,1935,Dorchester
1810448000,412500,348.1,1185,Cape,2524,1,3,2,0,1,1,R1,Y,CP,G,7,1948,Hyde Park
1400242000,412500,141.03,2507,Semi_Det,4003,2.5,5,2,0,2,0,R2,N,SD,H,10,1900,Dorchester
1904474002,412382,425.57,969,Semi_Det,1621,2,2,1,1,1,0,R1,Y,SD,G,4,1964,Jamaica Plain
101157000,412000,183.27,2248,Two_Fam_Stack,3372,2,4,2,0,2,0,R2,Y,TF,F,10,1900,East Boston
2003092000,412000,154.25,2671,Two_Fam_Stack,4120,2,7,2,1,2,0,R2,Y,TF,G,15,1912,West Roxbury
1810824000,411000,281.89,1458,Cape,3202,1,2,2,0,1,0,R1,Y,CP,G,5,1959,Hyde Park
2008613000,410000,377.88,1085,Cape,2374,1,3,1,1,1,1,R1,N,CP,G,6,1953,West Roxbury
1601988000,410000,284.13,1443,Cape,2629,1.5,3,1,1,1,0,R1,Y,CP,G,9,1940,Dorchester
1703836000,410000,241.18,850,Other,1695,1.5,2,1,0,1,0,R1,Y,OH,G,4,1910,Mattapan
2010442000,410000,230.34,1780,Two_Fam_Stack,3042,2,6,2,0,2,0,R2,N,TF,G,12,1920,West Roxbury
2009071000,410000,227.15,1805,Colonial,3138,2,4,1,1,1,0,R1,N,CL,H,8,1915,West Roxbury
1811594000,410000,215.56,1626,Colonial,2774,2,3,1,0,2,0,R1,N,CL,G,6,1900,Hyde Park
1801802031,410000,214.1,0,Colonial,0,0,0,0,0,0,0,RL,N,CL,U,0,0,Mattapan
802736000,410000,202.17,2028,Conventional,3457,2,3,2,0,2,0,R2,N,CV,G,9,1890,Roxbury
102027000,410000,196.83,1330,Conventional,3831,2,2,3,0,2,0,R2,Y,CV,G,8,1906,East Boston
102298000,410000,196.17,1588,Colonial,2264,2,4,1,0,1,0,R1,Y,CL,G,10,1937,East Boston
1700536000,410000,184.44,2567,Colonial,4222,2.5,5,2,1,1,1,R1,Y,CL,L,8,1900,Dorchester
103055000,410000,148.17,2767,Conventional,4134,2.5,4,2,1,2,0,R2,Y,CV,G,11,1880,East Boston
1702628000,410000,142.36,2880,Two_Fam_Stack,4724,2,6,2,0,2,0,R2,N,TF,H,14,1905,Dorchester
1809053000,410000,130.53,3141,Conventional,4146,3,5,4,0,3,0,R3,Y,CV,M,12,1899,Hyde Park
1405061000,410000,127.21,3223,Conventional,5263,2.5,4,2,0,2,0,R2,N,CV,G,10,1910,Mattapan
2009543000,408000,421.49,968,Cape,2235,1,2,1,0,1,1,R1,Y,CP,G,5,1945,West Roxbury
2010161000,408000,369.57,1104,Colonial,1669,2,3,1,1,1,0,R1,Y,CL,G,5,1962,West Roxbury
1603160000,407500,200.34,2034,Colonial,3600,2,5,1,1,1,0,R1,N,CL,G,9,1915,Dorchester
2009120000,407000,446.27,912,Other,1954,1,2,1,0,1,0,R1,Y,OH,H,5,1925,West Roxbury
2006259001,407000,411.94,988,Other,1976,1,2,1,0,1,1,R1,Y,OH,G,5,1950,West Roxbury
1808518001,407000,282.64,1440,Colonial,2424,2,3,1,1,1,0,R1,Y,CL,G,6,1960,Hyde Park
2011650000,407000,278.77,1460,Colonial,2496,2,3,1,1,1,0,R1,Y,CL,G,7,1910,West Roxbury
1602520000,406500,300,1355,Colonial,2522,1.5,3,1,1,1,0,R1,Y,CL,G,8,1890,Dorchester
1302366000,405500,310.49,1306,Cape,2528,1.5,2,1,1,1,1,R1,Y,CP,G,5,1953,Dorchester
1702285000,405000,267.86,1512,Colonial,2436,2,3,1,1,1,0,R1,Y,CL,G,6,1999,Dorchester
2010148000,405000,263.67,1306,Cape,2548,1.5,3,2,0,1,1,R1,Y,CP,G,7,1960,West Roxbury
1812661000,405000,181.94,2226,Other,2948,1,3,2,1,1,0,R1,Y,OH,G,9,1990,Hyde Park
1810300000,405000,161.03,2515,Conventional,3654,3,5,3,0,3,0,R3,N,CV,M,12,1895,Hyde Park
1202136000,405000,138.84,2917,Conventional,4673,2.5,6,3,0,3,2,R3,Y,CV,G,13,1900,Roxbury
2012051005,402500,233.2,1726,Other,2608,1,3,1,1,1,0,R1,N,OH,G,8,1960,West Roxbury
1300794000,402100,134.17,2997,Colonial,4695,2.5,7,2,1,1,0,R1,N,CL,G,10,1920,Roxbury
2000442006,402000,483.17,832,Other,1968,1,2,2,0,1,2,R1,Y,OH,G,4,1957,Roslindale
2012060007,402000,231.43,1737,Other,2600,1,3,2,0,1,1,R1,Y,OH,G,8,1967,West Roxbury
2009529000,401000,357.72,1121,Conventional,2296,1.5,3,1,0,1,0,R1,Y,CV,G,6,1905,West Roxbury
1403498000,401000,186.51,2150,Conventional,4074,2,5,3,0,3,0,R3,Y,CV,G,11,1910,Dorchester
1301889000,401000,100.96,3972,Conventional,6106,2.5,4,2,0,2,0,R2,Y,CV,H,13,1890,Dorchester
2003148000,400000,360.69,1109,Cape,2480,1,2,1,0,1,1,R1,Y,CP,G,7,1945,West Roxbury
2003299000,400000,346.32,1155,Cape,2643,1,2,1,1,1,1,R1,Y,CP,L,6,1961,West Roxbury
700370000,400000,337.84,1184,Colonial,1856,2,3,1,0,1,0,R1,Y,CL,G,5,1900,South Boston
2003802000,400000,336.7,1188,Colonial,1960,2,2,1,1,1,0,R1,Y,CL,G,7,1924,West Roxbury
1603268000,400000,316.46,1355,Colonial,2238,2,3,1,1,1,0,R1,Y,CL,H,8,1925,Dorchester
1808682000,400000,313.97,1274,Colonial,2080,2,3,1,1,1,1,R1,Y,CL,G,7,1964,Hyde Park
2009043000,400000,295.86,1352,Colonial,2063,2,3,1,0,1,0,R1,Y,CL,G,6,1920,West Roxbury
1804882000,400000,264.9,1510,Cape,2724,1.5,3,2,0,1,1,R1,Y,CP,G,6,1950,Roslindale
1703345000,400000,263.33,1519,Colonial,2669,1.5,3,2,0,1,0,R1,Y,CL,G,6,1925,Mattapan
2003901000,400000,255.1,1568,Other,2159,1,2,1,1,1,0,R1,Y,OH,G,5,1960,West Roxbury
1603672000,400000,235.71,1697,Colonial,3019,2,6,1,0,1,1,R1,Y,CL,G,9,1903,Dorchester
1703253000,400000,231.48,1728,Other,2682,2,4,2,0,2,0,R2,Y,OH,H,8,1925,Dorchester
101740000,400000,222.1,1342,Two_Fam_Stack,2236,2,3,2,0,2,0,R2,Y,TF,F,7,1906,East Boston
1800385005,400000,205.34,1948,Two_Fam_Stack,3030,2,4,2,0,2,0,R2,Y,TF,H,10,1950,Mattapan
1601691000,400000,198.22,2018,Colonial,3480,2,3,1,1,1,1,R1,N,CL,G,9,1910,Dorchester
1302701000,400000,196.85,2032,Two_Fam_Stack,3344,2,4,2,0,2,0,R2,N,TF,H,10,1890,Dorchester
1500454020,400000,161.29,2480,Conventional,4144,2.5,6,3,0,2,2,R2,N,CV,G,11,1920,Dorchester
1601079000,400000,147.17,2718,Conventional,4810,2,5,2,0,2,0,R2,Y,CV,G,9,1915,Dorchester
102870000,400000,129.28,2986,Row_Middle,4124,3,6,3,0,3,0,R3,N,RM,M,12,1900,East Boston
2009519000,399900,400.7,998,Cape,2243,1,2,1,0,1,1,R1,Y,CP,G,6,1950,West Roxbury
1810987000,399900,164.03,2438,Colonial,4280,2,4,1,1,1,1,R1,N,CL,G,9,1890,Hyde Park
1808517004,399000,325.98,1224,Cape,2359,1.5,3,2,0,1,0,R1,N,CP,G,7,1960,Hyde Park
1701832000,399000,191.73,2318,Colonial,3876,2.5,6,1,0,1,0,R1,Y,CL,G,11,1900,Dorchester
1809417000,399000,159.86,2496,Conventional,4336,2,4,2,0,2,0,R2,N,CV,G,11,1900,Hyde Park
703704000,399000,151.25,2638,Two_Fam_Stack,4157,2,6,2,0,2,0,R2,Y,TF,H,12,1910,Dorchester
106769000,397000,110.03,3442,Semi_Det,4900,3,8,3,0,3,0,R3,Y,SD,F,17,1900,East Boston
104457000,396000,312.3,1268,Row_End,2193,2,2,2,0,1,0,R1,Y,RE,G,5,1900,East Boston
2011508000,395000,409.33,938,Cape,2027,1.5,2,1,0,1,0,R1,Y,CP,G,5,1920,West Roxbury
1812932006,395000,364.06,1089,Cape,2334,1,3,1,1,1,1,R1,Y,CP,G,6,1960,Hyde Park
1805095000,395000,342.88,1152,Other,2374,1,2,1,0,1,1,R1,Y,OH,G,5,1915,Roslindale
1805296000,395000,300.15,1316,Colonial,2132,2,3,1,0,1,0,R1,Y,CL,G,6,1920,Roslindale
106535000,395000,191.01,1512,Row_Middle,2620,3,4,2,0,1,0,R1,Y,RM,M,7,1880,East Boston
1808900000,395000,148.16,2666,Colonial,4554,2,6,1,1,1,0,R1,Y,CL,H,13,1895,Hyde Park
1202040000,395000,135.46,2916,Colonial,4820,2.5,4,1,1,1,0,R1,N,CL,H,9,1900,Roxbury
2008041000,394000,321.9,1224,Other,2772,1,2,1,0,1,0,R1,Y,OH,G,5,1925,West Roxbury
1809930012,394000,169.24,2328,Other,3812,2,6,2,1,2,0,R2,N,OH,H,14,1950,Hyde Park
1101326000,393500,214.56,1834,Colonial,2886,2,4,1,0,1,0,R1,N,CL,G,9,1900,Jamaica Plain
1605155000,393000,288.55,1362,Conventional,2348,1.5,3,1,1,1,0,R1,Y,CV,G,8,1900,Dorchester
1809736000,392800,344.56,1140,Other,2400,1,3,2,0,1,2,R1,Y,OH,G,6,1960,Hyde Park
1704015000,391000,224.84,1671,Colonial,3066,1.5,3,2,0,1,0,R1,Y,CL,G,7,1874,Mattapan
2010608002,390000,421.62,925,Other,945,1,3,1,0,1,0,R1,Y,OH,G,5,1950,West Roxbury
1810837000,390000,400.41,974,Cape,2472,1,3,1,1,1,1,R1,Y,CP,G,6,1940,Hyde Park
2010307000,390000,344.22,1133,Colonial,1808,2,3,1,0,1,0,R1,Y,CL,H,7,1925,West Roxbury
1703262000,390000,312,1250,Colonial,2175,2,2,2,0,1,0,R1,N,CL,H,6,1920,Dorchester
1806717000,390000,285.71,1365,Other,3176,1,4,3,0,1,0,R1,N,OH,G,7,1920,Roslindale
1807258000,390000,240.74,1600,Colonial,2524,2,4,2,1,1,1,R1,Y,CL,G,7,2003,Hyde Park
2012129000,390000,215.71,1808,Other,2240,1,3,1,1,1,0,R1,Y,OH,G,6,1963,West Roxbury
1404848000,390000,159.57,2444,Two_Fam_Stack,3854,2,4,2,0,2,0,R2,Y,TF,H,10,1960,Mattapan
1500452001,390000,133.88,2913,Decker,4082,3,9,3,0,3,0,R3,N,DK,F,15,1905,Dorchester
1202640000,390000,104,3750,Conventional,5358,3,8,3,0,1,0,R1,N,CV,M,12,1900,Roxbury
103301000,389000,151.95,2560,Conventional,3134,2,6,3,0,3,0,R3,N,CV,F,13,1910,East Boston
2000406000,388500,408.95,950,Other,2106,1,2,1,0,1,1,R1,Y,OH,H,4,1929,Roslindale
2003150000,388500,277.5,1400,Other,3118,1,4,1,1,1,1,R1,Y,OH,H,7,1925,West Roxbury
2008502000,388000,431.11,900,Other,1870,1,2,1,0,1,0,R1,Y,OH,H,5,1920,West Roxbury
1603198000,387500,312,1242,Colonial,2157,2,3,2,0,1,0,R1,Y,CL,L,6,1920,Dorchester
100227000,387500,222.32,1182,Row_Middle,1773,2,3,3,0,3,0,R3,N,RM,F,7,1900,East Boston
2000588000,387000,315.4,1227,Cape,2399,1.5,3,1,1,1,1,R1,Y,CP,G,7,1930,Roslindale
600579000,386400,564.91,684,Row_End,826,2,2,1,0,1,0,R1,N,RE,G,3,1895,South Boston
1808751000,386000,264.75,1458,Conventional,2619,1.5,3,1,0,1,0,R1,Y,CV,G,7,1920,Hyde Park
2000563000,385000,405.26,950,Other,2050,1,2,1,0,1,0,R1,Y,OH,H,5,1930,Roslindale
2009917000,385000,368.77,1044,Cape,2232,1,2,1,0,1,1,R1,Y,CP,G,6,1960,West Roxbury
2003589000,385000,346.22,1112,Other,2415,1,3,2,1,2,1,R1,N,OH,G,7,1950,West Roxbury
2009105000,385000,334.2,1152,Colonial,1864,2,2,1,0,1,1,R1,Y,CL,G,5,1929,West Roxbury
2008777000,385000,286.46,1344,Two_Fam_Stack,2124,2,2,2,0,2,0,R2,N,TF,G,7,1890,West Roxbury
2008523000,385000,276.18,1394,Other,3218,1,2,1,0,1,0,R1,N,OH,G,6,1920,West Roxbury
2011676000,385000,269.42,1429,Cape,2488,1.5,2,2,0,1,0,R1,N,CP,G,5,1896,West Roxbury
2000893000,385000,251.96,1528,Colonial,2362,2,4,1,0,1,0,R1,Y,CL,L,7,1940,Roslindale
1703135000,385000,235.04,1638,Two_Fam_Stack,2490,2,4,2,0,2,0,R2,Y,TF,G,8,1953,Dorchester
2012057013,385000,193.18,1993,Other,2328,1,3,1,1,2,0,R1,Y,OH,G,7,1965,West Roxbury
105180000,385000,188.63,1376,Row_End,2195,2,2,2,0,1,0,R1,N,RE,F,5,1875,East Boston
1809002000,385000,168.27,2288,Two_Fam_Stack,3692,2,5,2,0,2,0,R2,N,TF,G,11,1928,Hyde Park
1502848000,385000,138.44,2826,Decker,4067,3,6,3,0,3,0,R3,N,DK,F,12,1905,Dorchester
1801808000,385000,114.79,3354,Decker,5018,3,6,3,0,3,0,R3,N,DK,F,15,1910,Mattapan
1403310000,385000,99.92,3853,Conventional,6074,2.5,8,3,0,3,0,R3,N,CV,G,15,1890,Dorchester
1808776000,383000,286.46,1337,Conventional,2781,1.5,3,2,0,1,0,R1,Y,CV,G,6,1920,Hyde Park
700598000,382500,369.57,1035,Conventional,2400,1.5,2,1,0,1,0,R1,Y,CV,G,5,1905,South Boston
1809869000,382000,378.97,1008,Cape,2160,1,2,1,0,1,0,R1,N,CP,G,6,1950,Hyde Park
2000442001,382000,207.61,2038,Colonial,3441,1.5,3,1,0,1,0,R1,Y,CL,G,7,1900,Roslindale
1809497000,381000,224.12,1700,Colonial,2906,2,3,1,1,1,1,R1,Y,CL,G,9,1910,Hyde Park
1900039000,380000,470.3,808,Conventional,1516,1.5,2,1,0,1,0,R1,Y,CV,G,5,1905,Jamaica Plain
102901000,380000,409.48,904,Cape,1596,1.5,3,1,1,1,0,R1,N,CP,G,8,1910,East Boston
1811933000,380000,248.69,1528,Conventional,2802,1.5,3,1,0,1,0,R1,N,CV,G,6,1910,Hyde Park
1701623000,380000,192.7,1972,Two_Fam_Stack,2904,2,5,2,0,2,0,R2,N,TF,G,7,1880,Dorchester
1402269000,380000,191.92,1650,Colonial,2566,2,4,1,0,1,0,R1,N,CL,G,9,1890,Dorchester
1502328000,380000,155.17,2449,Conventional,4228,2.5,6,3,0,2,0,R2,N,CV,G,11,1890,Dorchester
1808575000,378000,237.89,1589,Cape,2390,1.5,3,2,1,1,0,R1,Y,CP,G,6,1958,Hyde Park
2005938000,377500,156.51,2412,Other,4312,2,4,2,0,2,0,R2,Y,OH,G,10,1920,West Roxbury
1812932004,377000,269.09,1401,Cape,3140,1,3,1,0,1,1,R1,Y,CP,G,6,1960,Hyde Park
100657000,377000,252.01,1496,Two_Fam_Stack,2244,2,2,2,0,2,0,R2,N,TF,F,8,1900,East Boston
103563000,377000,146.81,2548,Decker,3444,3,6,3,0,3,0,R3,N,DK,F,11,1900,East Boston
2007723000,375000,396.83,945,Other,1989,1,2,1,0,1,1,R1,Y,OH,H,5,1915,West Roxbury
1812890001,375000,387.4,968,Other,2036,1,3,1,0,1,1,R1,Y,OH,G,5,1955,Hyde Park
2007156000,375000,370.92,1011,Other,2102,1,2,1,0,1,1,R1,Y,OH,G,5,1946,West Roxbury
1805793000,375000,363.72,1031,Other,2102,1,2,1,1,1,1,R1,Y,OH,G,7,1961,Hyde Park
1805376001,375000,360.58,1040,Other,1884,1,2,1,0,1,0,R1,Y,OH,G,5,1950,Roslindale
1810435000,375000,348.84,1075,Cape,2424,1,2,1,0,1,1,R1,Y,CP,G,5,1950,Hyde Park
1804831000,375000,306.37,1224,Cape,2288,1.5,3,1,0,1,0,R1,Y,CP,G,6,1955,Roslindale
1809872021,375000,306.37,1224,Cape,2342,1.5,3,1,1,1,1,R1,Y,CP,G,6,1950,Hyde Park
2003577001,375000,262.61,1564,Colonial,2428,2,4,1,1,1,1,R1,N,CL,G,7,1964,West Roxbury
1809241000,375000,255.8,1466,Conventional,2793,2,4,2,0,2,0,R2,N,CV,G,9,1900,Hyde Park
2012052003,375000,252.19,1487,Other,2016,1,3,1,1,1,0,R1,N,OH,G,7,1960,West Roxbury
1703301000,375000,233.5,1398,Colonial,2044,2,3,1,0,1,0,R1,N,CL,G,6,1935,Mattapan
100933000,375000,193.5,1938,Colonial,3255,2,3,2,0,1,0,R1,Y,CL,F,8,1900,East Boston
1403866000,375000,102.35,3257,Conventional,5918,2,7,2,1,2,0,R2,Y,CV,H,13,1920,Dorchester
1301293000,375000,94.77,3957,Victorian,6049,2.5,4,1,1,1,3,R1,Y,VT,G,10,1890,Dorchester
2007696000,374000,378.54,988,Other,2053,1,2,1,0,1,0,R1,Y,OH,G,5,1915,West Roxbury
2010227000,372000,413.33,900,Other,1856,1,3,1,0,1,1,R1,N,OH,G,5,1961,West Roxbury
1809496000,372000,369.05,1008,Cape,2256,1,3,1,0,1,1,R1,Y,CP,G,6,1950,Hyde Park
2008430000,372000,268.79,1384,Colonial,2370,2,3,1,0,1,0,R1,N,CL,H,6,1920,West Roxbury
1807878000,371500,327.6,1134,Other,2268,1,3,1,0,1,0,R1,N,OH,H,7,1920,Hyde Park
1202805000,371000,89.2,4159,Conventional,6566,2.5,9,4,0,3,0,R3,Y,CV,G,20,1900,Roxbury
2009796000,370000,405.7,912,Other,1988,1,2,1,0,1,0,R1,Y,OH,H,5,1925,West Roxbury
1605001000,370000,395.3,936,Other,1912,1,3,1,1,1,0,R1,Y,OH,G,5,1950,Dorchester
1103260000,370000,388.66,986,Row_Middle,1482,2,3,1,0,1,0,R1,N,RM,G,6,1960,Jamaica Plain
2003298000,370000,338.83,1092,Other,2283,1,2,1,0,1,1,R1,N,OH,H,5,1960,West Roxbury
1600120000,370000,282.44,1310,Cape,2836,1,4,1,0,1,0,R1,Y,CP,G,6,1950,Dorchester
2009341000,370000,273.67,1352,Colonial,2248,2,2,1,0,1,1,R1,Y,CL,G,6,1920,West Roxbury
1703139003,370000,263.91,1372,Colonial,2170,2,3,1,1,1,1,R1,Y,CL,G,8,1948,Dorchester
103094000,370000,251.36,1346,Semi_Det,2332,2,6,2,0,2,0,R2,N,SD,M,12,1900,East Boston
2012176020,370000,221.56,1670,Other,2356,1,3,2,0,1,2,R1,Y,OH,G,7,1994,West Roxbury
2012234000,370000,214.37,1726,Other,2052,1,3,2,0,1,0,R1,Y,OH,G,5,1964,West Roxbury
1811744000,370000,210.23,1760,Two_Fam_Stack,3040,2,4,2,0,2,0,R2,N,TF,H,10,1920,Hyde Park
1601696000,370000,199.46,2078,Colonial,3246,2.5,5,2,1,1,1,R1,N,CL,G,8,1920,Dorchester
100194000,370000,193.11,1916,Two_Fam_Stack,3318,2,2,2,0,2,0,R2,Y,TF,F,9,1900,East Boston
2009714005,369900,350.28,1056,Colonial,1584,2,3,1,0,1,0,R1,N,CL,L,6,1940,West Roxbury
1812063000,369300,222.07,1663,Cape,3096,1.5,3,1,1,1,1,R1,Y,CP,G,6,1962,Hyde Park
1704473000,369000,171.79,1812,Colonial,3025,2,4,1,1,1,0,R1,Y,CL,G,7,1920,Dorchester
2008471000,368000,358.67,1026,Other,2140,1,2,1,0,1,0,R1,Y,OH,G,5,1928,West Roxbury
1811716000,368000,324.51,1134,Colonial,1824,2,2,2,0,1,0,R1,Y,CL,G,6,1925,Hyde Park
1809895000,368000,300.65,1224,Cape,2160,1.5,3,1,0,1,1,R1,Y,CP,G,6,1953,Hyde Park
2008060000,368000,288.85,1274,Colonial,1964,2,3,1,1,1,1,R1,Y,CL,G,6,1956,West Roxbury
1800138000,368000,163.63,2249,Colonial,3538,2,3,1,1,1,0,R1,N,CL,G,8,1940,Mattapan
1811067000,367500,238.17,1313,Colonial,2251,2,3,2,0,1,0,R1,N,CL,G,6,1930,Hyde Park
1202772000,367000,141.97,2585,Semi_Det,4048,2.5,7,2,0,1,0,R1,N,SD,G,10,1900,Roxbury
1812325067,366000,173.71,2107,Other,2461,1,3,1,1,1,0,R1,Y,OH,G,7,1955,Hyde Park
1400351000,365500,169.21,2160,Two_Fam_Stack,3544,2,5,2,0,2,0,R2,N,TF,H,10,1905,Dorchester
1806132000,365000,392.9,929,Cape,2014,1,3,1,0,1,1,R1,N,CP,G,5,1930,Hyde Park
1808511000,365000,279.48,1306,Cape,2894,1.5,3,1,1,1,1,R1,Y,CP,G,5,1955,Hyde Park
1807172000,365000,266.03,1372,Colonial,2280,2,4,1,1,1,1,R1,Y,CL,G,7,1935,Hyde Park
1808430000,365000,240.92,1515,Cape,3053,1.5,3,2,0,1,0,R1,Y,CP,G,6,1957,Hyde Park
1404518000,365000,86.66,4204,Conventional,6646,2.5,9,4,0,3,0,R2,N,CV,H,16,1925,Dorchester
1806090000,364000,338.6,1075,Cape,2430,1,3,1,0,1,1,R1,Y,CP,G,7,1955,Roslindale
100189000,363000,306.59,892,Row_End,1658,2,2,1,0,1,0,R1,N,RE,G,4,1900,East Boston
100518000,363000,217.37,1670,Conventional,2402,2,2,2,0,2,0,R2,Y,CV,G,8,1910,East Boston
1806502000,362000,359.13,1008,Other,2226,1,3,2,0,1,1,R1,Y,OH,G,7,1970,Roslindale
1808683001,360000,318.02,1132,Other,2560,1,3,1,1,1,2,R1,Y,OH,G,8,1964,Hyde Park
1800067000,360000,267.86,1344,Colonial,2080,2,4,2,1,1,0,R1,Y,CL,G,8,1930,Mattapan
1803989000,360000,257.14,1400,Cape,3066,1,5,2,1,1,0,R1,Y,CP,G,8,1925,Hyde Park
1808079000,360000,253.88,1418,Colonial,2350,2,3,2,0,1,0,R1,Y,CL,M,9,1900,Hyde Park
1804171004,360000,219.51,1640,Colonial,2976,2,3,1,2,1,1,R1,Y,CL,G,7,1949,Hyde Park
1701930000,360000,199.34,1806,Colonial,3047,2,5,1,0,1,0,R1,N,CL,G,9,1885,Dorchester
