"Reporting ID","Data Year","MapLot","Compliance Status","BEUDO Category","BEUDO Property Type","PD Parcel Living Area","PD Parcel Units","Address","Year Built","Buildings Included","Buildings Included Count","Primary Property Type - Self Selected","All Property Uses","Property GFA - Self Reported (ft2)","Reported Residential Units","Owner","Owner Line 2","ENERGY STAR Score","Electricity Use - Grid Purchase (kWh)","Electricity Use - Grid Purchase (kBtu)","Natural Gas Use (therms)","Natural Gas Use (kBtu)","Fuel Oil #1 Use (kBtu)","Fuel Oil #2 Use (kBtu)","Fuel Oil #4 Use (kBtu)","Fuel Oil #5 & 6 Use (kBtu)","Diesel #2 Use (kBtu)","Kerosene Use (kBtu)","District Chilled Water Use (kBtu)","District Steam Use (kBtu)","Electricity Use - Generated From Onsite Renewable Systems (kWh)","Site Energy Use (kBtu)","Weather Normalized Site Energy Use (kBtu)","Site EUI (kBtu/ft2)","Weather Normalized Site EUI (kBtu/ft2)","Source Energy Use (kBtu)","Weather Normalized Source Energy Use (kBtu)","Source EUI (kBtu/ft2)","Weather Normalized Source EUI (kBtu/ft2)","Total GHG Emissions (Metric Tons CO2e)","Water Use (All Water Sources) (kgal)","Water Intensity (All Water Sources) (gal/ft2)","Grid Electricity Emissions Factor (Metric Tons CO2e per Million Btus)","Grid Electricity Emissions (Metric Tons CO2e)","Natural Gas Emissions Factor (Metric Tons CO2e per Million Btus)","Natural Gas Emissions (Metric Tons CO2e)","Fuel Oil #1 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #1 Emissions (Metric Tons CO2e)","Fuel Oil #2 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #2 Emissions (Metric Tons CO2e)","Fuel Oil #4 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #4 Emissions (Metric Tons CO2e)","Fuel Oil #5 or #6 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #5 or #6 Emissions (Metric Tons CO2e)","Diesel Emissions Factor (Metric Tons CO2e per Million Btus)","Diesel Emissions (Metric Tons CO2e)","Kerosene Emissions Factor (Metric Tons CO2e per Million Btus)","Kerosene Emissions (Metric Tons CO2e)","District Steam Emissions Factor (Metric Tons CO2e per Million Btus)","District Steam Emissions (Metric Tons CO2e)","District Chilled Water Emissions Factor (Metric Tons CO2e per Million Btus)","District Chilled Water Emissions (Metric Tons CO2e)","Latitude","Longitude","Coordinates"
"B1030","2017","118-33","Compliant","Municipal","Office","52,800","1","795 Massachusetts Avenue","1889","517-38","1","Office","Office (59140.0)","59,140",,"CAMBRIDGE CITY OF","CITY HALL",,"590,653.1","2,015,308.4","9,009.8","900,983.4",,,,,,,,,,"2,916,291.7","2,955,859.6","49.3","50","6,588,896","6,627,116.1","111.4","112.1","198.8779","356","6.02","0.0749","151.0224","0.0531","47.8556","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3671","-71.1057","POINT (-71.1056591576313 42.3671293974891)"
"B1593","2019","135-23","Compliant","Residential","Residential","38,994","65","383 Harvard Street","1893","366-1, 366-3","2","Multifamily Housing","Multifamily Housing (N/A)","38,994",,"MOSKOW, ABRAHAM &","MICHAEL B MOSKOW TRUSTEES OF",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0656","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.372","-71.1131","POINT (-71.1130665100088 42.3720164916793)"
"B1219","2023","132-152, 132-153","Compliant","Residential","Residential","53,977","80","20 Dewolfe St","1991","457-13, 457-7","2","Multifamily Housing","Multifamily Housing (65035.0)","65,035","78.04","PRESIDENT & FELLOWS OF HARVARD COLLEGE","C/O HARVARD REAL ESTATE, INC.","26","584,286.4","1,993,585.1",,,,,,,,,,,,"4,186,910",,"64.4",,"7,885,029.4",,"121.2",,"143.9513","2,931.5","45.08","0.0722","143.9513","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3701","-71.1164","POINT (-71.1163919859962 42.3700504994245)"
"B1511","2023","57-173","Compliant","Non-Residential","College/University","420,079","0","410 MEMORIAL DR (REAR)","1971","708-16","1","College/University","College/University (27388.0)","27,388",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"210,211","717,240","19,861","1,986,100",,,,,,,,,,"2,703,340","2,929,879.2","98.7","107","4,093,676.9","4,436,874.2","149.5","162","157.2806",,,"0.0722","51.7899","0.0531","105.4907","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3569","-71.0978","POINT (-71.0977870097626 42.3569249212429)"
"B1755","2023","63-132","Compliant","Non-Residential","Technology/Science","65,178","1","325 Vassar Street","1950","746-4","1","Laboratory","Laboratory (52520.0)","52,520",,"BMR-325 VASSAR STREET LLC,","C/O RYAN LLC",,"2,242,680","7,652,024","84,539","8,453,900.1",,,,,,,,,,"16,105,924.1","16,888,877.3","306.7","321.6","30,302,262.4","31,124,363.2","577","592.6","1,001.5564","1,384.6","26.36","0.0722","552.5317","0.0531","449.0247","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.355","-71.1058","POINT (-71.1058194207061 42.3550142060399)"
"B1115","2022","30-42","Compliant","Non-Residential","Technology/Science","225,815",,"15 Cambridge Center","1999","591-9","1","Laboratory","Laboratory (245405.0)","245,405",,"NORTH PARCEL LIMITED PARTNERSHIP","ATTN: LYNNE SULLIVAN, VICE PRESIDENT TAX",,"14,724,586.5","50,240,289","1,851","185,100",,,,,,,,"61,139,556.5",,"111,564,945.5",,"454.6",,"214,420,563.2",,"873.7",,"7,678.5665","11,207.3","45.67","0.0718","3,609.1602","0.0531","9.8315","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","4,059.5748","0.0575","0","42.3654","-71.0885","POINT (-71.0884655772802 42.3654171216529)"
"B1353","2021","95-74","Compliant","Non-Residential","Technology/Science","26,415","1","167 Sidney St","1965","707-6","1","Laboratory","Laboratory (26589.0)","26,589",,"MIT 170/171 SIDNEY LLC C/O ARE EQUITIES,","C/O ARE-MA REGION NO.23 LLC","2","567,224","1,935,368.3","53,319","5,331,899.9",,,,,,,,,,"7,267,268.2","7,675,914.2","273.3","288.7","11,017,526.1","11,446,604.4","414.4","430.5","423.1591","29.9","1.12","0.0723","139.9563","0.0531","283.2028","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3588","-71.1048","POINT (-71.1048022761031 42.358763374556)"
"B1403","2021","60-6","Compliant","Residential","College/University","279,909","226","471-476 MEMORIAL DR","1976","747-9","1","College/University","College/University (114930.0)","114,930",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY","",,"877,140","2,992,801.6",,,,,,,,,,"1,498,470",,"4,491,271.6","4,457,315.7","39.1","38.8","10,182,565.5","10,087,489","88.6","87.8","315.9208","1,853.7","16.13","0.0723","216.4247","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","99.4962","0.0575","0","42.3552","-71.1005","POINT (-71.1005302696228 42.3551582500729)"
"B1569","2017","57-173, 57-171","Compliant","Non-Residential","College/University","420,079","0","48 MASSACHUSETTS AVE (REAR)","1955","708-12","1","College/University","College/University (5339.0)","5,339",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"101,001","344,615.4",,,,,,,,,"646,872","583,866",,"1,575,353.4",,"295.1",,"2,255,991.5",,"422.5",,"101.7592","15.7","2.94","0.0749","25.8247","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","38.7678","0.0575","37.1667","42.3583","-71.0941","POINT (-71.0941215703181 42.3583254059317)"
"B1807","2017","18-74","Compliant","Non-Residential","Office","222,080","2","25 First Street","1851","483-2","1","Office","Office (252662.0)","252,662",,"DAVENPORT OWNER (DE) LLC,","C/O  OXFORD PROPERTIES GROUP","90","3,331,181.4","11,365,990.9","13,005.3","1,300,529.4",,,,,,,,,,"12,666,520.3","12,728,705.4","50.1","50.4","33,190,330.4","33,255,624.8","131.4","131.6","920.8175","3,767.6","14.91","0.0749","851.7402","0.0531","69.0774","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3697","-71.0779","POINT (-71.0778773210119 42.3696874702794)"
"B1812","2018","160-57","Compliant","Non-Residential","Retail","72,120","3","1-30 Brattle St","1900","376-1","1","Other - Mall",,"43,444",,"Harvard Collection LLC","C/O Equity One, Inc. Attn: Controller",,"192,163","655,660.2","29,282.0002","2,928,200",,,,,,,,,,"3,583,860.2","3,674,623.9","82.5","84.583","4,910,458.5","5,005,760.4","113.0296","115.2233","201.5133","605.8",,"0.0701","45.9825","0.0531","155.5308","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3731","-71.12","POINT (-71.1200169797473 42.3731486405886)"
"B1682","2021","28-33","Compliant","Residential","Residential","282,112","186","195 Binney St.","1898","585-2","1","Multifamily Housing","Multifamily Housing (213000.0),Parking (55828.0)","213,000","186","ASN WORTHINGTON PLACE LLC,","C/O EQR- R.E. TAX DEPARTMENT","66","1,500,293.2","5,119,000.3","83,017","8,301,699.9",,,,,,,,,,"13,420,700.2","13,848,228.1","63","65","23,049,985.7","23,459,336.8","108.2","110.1","811.124","6,782","31.84","0.0723","370.1809","0.0531","440.9431","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3662","-71.0834","POINT (-71.0833535538976 42.3662426587544)"
"B1624","2016","173-48","Compliant","Residential","Residential","56,614","122","1654 Mass Ave","1900","220-3","1","Multifamily Housing","Multifamily Housing (35683.0)","35,683","48","MILLER, TUCKER REED",,"100","217,052","740,581.4","42,913.9994","4,291,399.9",,,,,,,,,,"740,581.4","740,581.4","20.8","20.8","2,073,628","2,073,628","58.1","58.1","283.4342","1,099.7","30.82","0.0749","55.4974","0.0531","227.9368","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3816","-71.1201","POINT (-71.1201082923338 42.3816159459864)"
"B1687","2023","29-34","Compliant","Non-Residential","Residential","493,176","190","285 Third St","2008","614-8","1","Multifamily Housing","Restaurant (3075.0),Multifamily Housing (421450.0),Parking (109603.0)","424,525","292","303 THIRD SPE LLC",,"74","2,666,963.9","9,099,680.7","144,377","14,437,700.7",,,,,"19,477.3",,,,,"23,556,858.7","24,269,292.3","55.5","57.2","40,658,363.7","41,406,419","95.8","97.5","1,425.3782","10,618.6","25.01","0.0722","657.063","0.0531","766.8513","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","1.464","0.0754","0","0.0664","0","0.0575","0","42.3649","-71.0837","POINT (-71.0837292558266 42.3649471176237)"
"B1808","2024","134-2","Non-Compliant","Non-Residential","House of Worship","26,379","0","400 Harvard Street",,"408-5","1",,,,,"OLD CAMBRIDGE BAPTIST CHURCH",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3717","-71.1142","POINT (-71.1142392784135 42.3716618132703)"
"B1855","2019","19-22","Compliant","Non-Residential","Office","458,304","0","40 Thorndike Street",,"502-1","1",,,,,"LMP GP HOLDINGS LLC","C/O LEGGAT MCCALL HOLDINGS PROP LLC",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0656","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3693","-71.0796","POINT (-71.0796054255544 42.3692813267287)"
"B1499","2017","52A-31","Non-Compliant","Non-Residential","College/University","98,802",,"77 VASSAR ST","1917","667-7","1","College/University","College/University (26079.0)","26,079",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"901,296","3,075,222.1",,,,,,,,,"10,821,023.6","4,164,671.9",,,,,,,,,,"1,128.7105","0","0","0.0749","230.4498","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","276.528","0.0575","621.7327","42.3608","-71.0942","POINT (-71.0941586852403 42.360758710356)"
"B1460","2019","91-87","Compliant","Non-Residential","Office","44,226","4","485 Mass Ave.","1926","616-11","1","Office","Office (39961.0)","39,961",,"Justmass LLC,","C/O Lincoln Property Co.","99","586,463.9","2,001,015.2","15,941.5","1,594,148.4",,,,,,,,,,"1,594,148.4","1,540,549.5","39.9","38.6","1,673,855.8","1,617,576.9","41.9","40.5","216.0336","11.6","0.29","0.0656","131.3608","0.0531","84.6729","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3642","-71.1011","POINT (-71.1011249592872 42.3641994936206)"
"B1132","2017","48-154","Compliant","Residential","Residential","297,701","263","100 Memorial Dr","1951","696-4","1","Multifamily Housing","Multifamily Housing (280000.0),Parking (12362.0)","280,000","261","New England Mutual Life","Insurance Company","14","950,821.5","3,244,203.5","175,984.8348","17,598,483.5",,,,,,,,,,"20,842,687","21,785,936.1","200.9","217.8594","28,665,206.7","29,655,618.2","276.3","296.5562","1,177.8528","7,880.7",,"0.0749","243.1128","0.0531","934.7399","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3602","-71.0857","POINT (-71.0857162652739 42.3601684210452)"
"B1480","2016","47-83","Non-Compliant","Non-Residential","College/University","191,428","1","70 MEMORIAL DR","1980","696-1","1","College/University","College/University (107991.0)","107,991",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"1,009,828","3,445,533.2","93","9,300",,,,,,,"5,089,969.3","9,671,399.9",,"18,216,202.4",,"168.7",,"25,924,221.5",,"240.1",,"1,193.3097","448.8","4.16","0.0749","258.2","0.0531","0.494","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","642.1664","0.0575","292.4493","42.3606","-71.0845","POINT (-71.0844969945928 42.3605514001511)"
"B1644","2016","242-38","Compliant","Non-Residential","Education","109,553","12","178 Coolidge Hill","1933","387-24","1","K-12 School","K-12 School (4764.0)","4,764",,"SHADY HILL SCHOOL",,"63",,,"3,656.7","365,671",,,,,,,,,,"365,671","365,716.6","76.8","76.8","383,954.5","384,002.4","80.6","80.6","19.4225",,,"0.0749","0","0.0531","19.4225","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3717","-71.1367","POINT (-71.1366798805936 42.3717203886983)"
"B1327","2019","52A-21","Compliant","Non-Residential","College/University","3,691,096","0","33 MASSACHUSETTS AVE (REAR)","1916","668-3","1","College/University","College/University (160124.0)","160,124",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"2,431,031.2","8,294,678.5",,,,,,,,,"15,967,452","29,931,194.3",,"54,193,324.8","53,696,347.2","338.4","335.3","73,763,937.8","73,127,081.1","460.7","456.7","3,449.3336","2,288.3","14.29","0.0656","544.5213","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","1,987.3864","0.0575","917.4259","42.359","-71.0924","POINT (-71.0924021326594 42.35902300791)"
"B1842","2016","31-20","Non-Compliant","Non-Residential","Manufacturing/Industrial","443,018","0","325 Binney Street",,"467-9","1",,,,,"ARE-MA REGION NO. 61, LLC",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0749","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.368","-71.0885","POINT (-71.0884510286747 42.3680126283834)"
"B1613","2018","7-31","Compliant","Non-Residential","Other","51,026","114","187-197 Monsignor O'Brien Highway","2002","358-14","1","Hotel","Hotel (79942.0),Parking (0.0)","79,942",,"NATRAJ HOSPITALITY LLC",,"65","976,546","3,331,974.9","259.2","25,921.4",,,,,,,,,,"3,357,896.2","3,337,374.3","42","41.7","9,356,747","9,299,240.9","117","116.3","235.0536","4,985.4","62.36","0.0701","233.6768","0.0531","1.3768","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3723","-71.0786","POINT (-71.0786259505884 42.3722896981506)"
"B1164","2018","143-20","Compliant","Non-Residential","College/University","174,764",,"42-48 Quincy Street","1972","299-6","1","College/University","College/University (162286.9)","162,184",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","C/O HARVARD REAL ESTATE, INC.",,"3,441,004.8","11,740,708.5",,,,,,,,,"263,706.8","7,750,082.4",,"19,754,497.6","19,796,449.8","121.7","122","42,437,624.5","42,488,094.7","261.5","261.8","1,353.1402","1,583.6","9.76","0.0701","823.3949","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","514.5938","0.0575","15.1515","42.3759","-71.1139","POINT (-71.113862208623 42.3758851193596)"
"B1777","2018","147-46","Non-Compliant","Non-Residential","College/University","33,075","0","42 Francis Avenue",,"237-7","1",,,,,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0701","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3802","-71.112","POINT (-71.1119623149388 42.3801630487834)"
"B1846","2018","74-25","Non-Compliant","Municipal","Municipal","13,104","0","105 Windsor Street",,"622-2","1",,,,,"CAMBRIDGE CITY OF","RECREATION DEPT",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0701","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3641","-71.0968","POINT (-71.0968044087014 42.3640742165848)"
"B1433","2019","69-182","Compliant","Non-Residential","Technology/Science","123,298","1","65 Landsdowne Street","1990","687-4","1","Laboratory","Laboratory (124986.0)","124,986",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"5,815,410.5","19,842,180.5","274,878.9","27,487,885.1",,,,,,,,,,"47,330,065.7","46,995,185.6","378.7","376","84,420,384.9","84,295,997.1","675.4","674.4","2,762.5943",,,"0.0656","1,302.5808","0.0531","1,460.0135","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3606","-71.1008","POINT (-71.1008036232036 42.360614392671)"
"B1185","2015","144-1","Compliant","Non-Residential","College/University","2,402,868","15","14 Divinity Ave","1826","241-28","1","College/University","College/University (26649.0)","26,649",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"135,448.6","462,150.7",,,,,,,,,"216,048","1,021,719.2",,"1,699,918","1,673,744.6","63.8","62.8","2,719,795.9","2,690,372.6","102.1","101","115.6877","257.3","9.66","0.0767","35.4338","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","67.8406","0.0575","12.4133","42.3786","-71.1143","POINT (-71.1143091257543 42.3786266606484)"
"B1560","2018","27-86","Compliant","Non-Residential","Other","39,111",,"169 Bent Street","1938","549-26","1","Other","Data Center","7,140",,"LOHNES, PAUL R., TR. OF THE ALEXANDER",,,"862,568.6","2,943,084.3",,,,,,,,,,,,"2,943,084.3","2,943,084.3","412.2","412.2","8,240,636.2","8,240,636.2","1,154.2","1,154.2","206.4033","17.8","2.49","0.0701","206.4033","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3673","-71.0821","POINT (-71.0820779601771 42.3673080690015)"
"B1402","2018","57-173","Non-Compliant","Non-Residential","College/University","420,079","0","120 MASSACHUSETTS AVE","1957","708-5","1","College/University","College/University (71444.0)","71,444",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"1,345,692.5","4,591,502.9","844","84,400",,,,,,,,"4,312,726.8",,"8,988,629.8",,"125.8",,"18,133,215.8",,"253.8",,"612.851","723.4","10.12","0.0701","322.0095","0.0531","4.4829","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","286.3586","0.0575","0","42.3596","-71.0952","POINT (-71.0951672946618 42.3596280563696)"
"B1644","2022","242-38","Compliant","Non-Residential","Education","109,553","12","178 Coolidge Hill","1933","387-24","1","K-12 School","K-12 School (4764.0)","4,764",,"SHADY HILL SCHOOL",,"57",,,"3,867","386,700",,,,,,,,,,"386,700","422,805.6","81.2","88.8","406,035","443,945.9","85.2","93.2","20.5394",,,"0.0718","0","0.0531","20.5394","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3717","-71.1367","POINT (-71.1366829700358 42.3717186475639)"
"B1838","2015","37-126","Compliant","Non-Residential","House of Worship","27,207","0","400 Cardinal Medeiros Avenue","1985","417-3","1","Worship Facility","Worship Facility (27655.0),Parking (10000.0)","27,655",,"ROMAN CATHOLIC ARCHBISHOP OF BOSTON","CORPORATION SOLE",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0767","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3714","-71.0884","POINT (-71.0883918412413 42.3713911838194)"
"B1084","2024","8-75","Compliant","Non-Residential","Office","230,831",,"2 First Street","1999","468-2","1","Office","Office (211618.0),Parking (63464.0)","211,618",,"TWO CANAL PARK MASSACHUSETTS, LLC,",,"73","2,926,018.5","9,983,575.2","71,055.3","7,105,529.2",,,,,,,,,,"17,089,104.5","17,712,494.7","80.8","83.7","35,414,816.4","36,255,559.7","167.4","171.3","1,098.2932","1,910.6","9.03","0.0722","720.8866","0.0531","377.4066","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3702","-71.0763","POINT (-71.0763212548346 42.3701705792252)"
"B1190","2015","161-76","Non-Compliant","Residential","College/University","213,953",,"10 Holyoke Pl","1930","424-3, 424-9","2","Residence Hall/Dormitory","Residence Hall/Dormitory (216722.0)","216,722",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","C/O HARVARD REAL ESTATE, INC.",,"973,492.2","3,321,555.5","3,646.7","364,671.1",,,,,,,,"12,902,655.6",,"16,588,882.2",,"76.5",,"25,205,685",,"116.3",,"1,130.755","5,916.6","27.3","0.0767","254.6686","0.0531","19.3694","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","856.717","0.0575","0","42.3708","-71.1184","POINT (-71.1184114648063 42.370812010573)"
"B1116","2022","30-38, 30-40","Compliant","Non-Residential","Technology/Science","118,512","1","12 Cambridge Center","1994","591-16","1","Laboratory","Laboratory (293912.0)","293,912",,"BIOGEN REALTY LIMITED PARTNERSHIP","ATTN:  ERIC TISCH",,"15,850,443.7","54,081,713.9","4,430","443,000",,,,,,,,"90,502,903.8",,"145,027,617.7","146,734,317.8","493.4","499.2","260,772,661.4","261,840,369.3","887.2","890.9","9,917.9071","25,548","86.92","0.0718","3,885.1204","0.0531","23.5297","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","6,009.2571","0.0575","0","42.365","-71.087","POINT (-71.0870379838536 42.3649720440808)"
"B1344","2015","66-12","Compliant","Non-Residential","Office","36,750","3","142 Waverly Street","1960","744-10","1","Office","Office (79500.0)","79,500",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"229,167.1","781,918","297.9","29,787.1",,,,,,,,,,"811,705.1","811,705.1","10.2","10.2","2,220,646.8","2,220,646.8","27.9","27.9","61.5329","3","0.04","0.0767","59.9508","0.0531","1.5821","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3557","-71.1063","POINT (-71.1063244841604 42.3557346025091)"
"B1359","2016","132-137, 132-157","Compliant","Non-Residential","Other","215,876","145","5 Cowperthwaite Street","2007","498-15","1","Parking","Parking (98623.0)","98,623",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"268,784.8","917,093.6",,,,,,,,,,,,"917,093.6","917,107.5","9.3","9.3","2,567,862.1","2,567,901.1","26","26","68.7248",,,"0.0749","68.7248","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.369","-71.1155","POINT (-71.1154686603269 42.3690354998324)"
"B1176","2018","169-94","Compliant","Non-Residential","College/University","112,620","3","8 Appian way","1910","319-12","1","College/University","College/University (3816.0)","3,816",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"7,525.8","25,678.1","2,225.5","222,549.6",,,,,,,,,,"248,227.7","249,008.7","65","65.3","305,575.7","306,395.8","80.1","80.3","13.6215",,,"0.0701","1.8008","0.0531","11.8207","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3751","-71.1212","POINT (-71.1212314125883 42.3750627057797)"
"B1150","2023","159-1","Compliant","Non-Residential","College/University","1,223,988","1,027","10 Harvard Yard","1926","318-20","1","Residence Hall/Dormitory","Residence Hall/Dormitory (27179.0)","27,179",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,"92","105,475.1","359,880.9","1,784.9","178,491",,,,,,,,"867,940",,"1,406,311.9","1,486,829","51.7","54.7","2,239,249.5","2,336,115","82.4","86","93.0964","780","28.7","0.0722","25.986","0.0531","9.4805","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","57.6299","0.0575","0","42.3741","-71.1186","POINT (-71.1186000932128 42.3741333736675)"
"B1357","2016","64-6","Compliant","Non-Residential","Technology/Science","265,495","2","640 Memorial Drive","1916","749-2","1","Laboratory","Office (56436.0),Laboratory (169309.0)","225,745",,"MIT 640 MEMORIAL SPE LLC.","C/O MIT INVESTMENT MANAGEMENT COMP.",,"5,638,235.1","19,237,658","303,671.9","30,367,193.7",,,,,,,,,,"49,604,851.7","49,610,757.3","219.7","219.8","85,750,995.9","85,767,531.6","379.9","379.9","3,054.5715","7,414.5","32.84","0.0749","1,441.6241","0.0531","1,612.9474","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3543","-71.1096","POINT (-71.1095877522259 42.3542554925986)"
"B1367","2024","242-38","Compliant","Non-Residential","Education","109,553","12","178 Coolidge Hill","1930","387-14, 387-18, 387-17, 387-23","4","K-12 School","K-12 School (21553.0),Parking (0.0)","21,553",,"SHADY HILL SCHOOL",,"29","338,400","1,154,620.8","1,460.5","146,051.6",,,,,,,,,,"1,300,672.4","1,361,816.9","60.3","63.2","3,386,292.4","3,541,318.1","157.1","164.3","91.1295",,,"0.0722","83.372","0.0531","7.7575","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3712","-71.1379","POINT (-71.1378970623207 42.3712452564244)"
