"Reporting ID","Data Year","MapLot","Compliance Status","BEUDO Category","BEUDO Property Type","PD Parcel Living Area","PD Parcel Units","Address","Year Built","Buildings Included","Buildings Included Count","Primary Property Type - Self Selected","All Property Uses","Property GFA - Self Reported (ft2)","Reported Residential Units","Owner","Owner Line 2","ENERGY STAR Score","Electricity Use - Grid Purchase (kWh)","Electricity Use - Grid Purchase (kBtu)","Natural Gas Use (therms)","Natural Gas Use (kBtu)","Fuel Oil #1 Use (kBtu)","Fuel Oil #2 Use (kBtu)","Fuel Oil #4 Use (kBtu)","Fuel Oil #5 & 6 Use (kBtu)","Diesel #2 Use (kBtu)","Kerosene Use (kBtu)","District Chilled Water Use (kBtu)","District Steam Use (kBtu)","Electricity Use - Generated From Onsite Renewable Systems (kWh)","Site Energy Use (kBtu)","Weather Normalized Site Energy Use (kBtu)","Site EUI (kBtu/ft2)","Weather Normalized Site EUI (kBtu/ft2)","Source Energy Use (kBtu)","Weather Normalized Source Energy Use (kBtu)","Source EUI (kBtu/ft2)","Weather Normalized Source EUI (kBtu/ft2)","Total GHG Emissions (Metric Tons CO2e)","Water Use (All Water Sources) (kgal)","Water Intensity (All Water Sources) (gal/ft2)","Grid Electricity Emissions Factor (Metric Tons CO2e per Million Btus)","Grid Electricity Emissions (Metric Tons CO2e)","Natural Gas Emissions Factor (Metric Tons CO2e per Million Btus)","Natural Gas Emissions (Metric Tons CO2e)","Fuel Oil #1 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #1 Emissions (Metric Tons CO2e)","Fuel Oil #2 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #2 Emissions (Metric Tons CO2e)","Fuel Oil #4 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #4 Emissions (Metric Tons CO2e)","Fuel Oil #5 or #6 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #5 or #6 Emissions (Metric Tons CO2e)","Diesel Emissions Factor (Metric Tons CO2e per Million Btus)","Diesel Emissions (Metric Tons CO2e)","Kerosene Emissions Factor (Metric Tons CO2e per Million Btus)","Kerosene Emissions (Metric Tons CO2e)","District Steam Emissions Factor (Metric Tons CO2e per Million Btus)","District Steam Emissions (Metric Tons CO2e)","District Chilled Water Emissions Factor (Metric Tons CO2e per Million Btus)","District Chilled Water Emissions (Metric Tons CO2e)","Latitude","Longitude","Coordinates"
"B1461","2015","269.5-101","Non-Compliant","Non-Residential","Manufacturing/Industrial","83,930",,"5 CambridgePark Drive",,"35-1","1",,,,,"MASSACHUSETTS BAY TRANSPORTATION",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0767","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3958","-71.1419","POINT (-71.1418830522925 42.395766354575)"
"B1823","2020","266-40","Compliant","Municipal","Residential","41,072","1","640 Concord Avenue","2004","105-1","1","Senior Living Community","Senior Living Community (49730.0)","49,730",,"CITY OF CAMBRIDGE","C/O NEVILLE COMMUNITIES HOME, INC",,"696,856.5","2,377,674.4","98,967","9,896,704.5",,,,,,,,,,"12,274,378.9","12,924,519.7","246.8","259.9","17,049,028","17,703,592.1","342.8","356","694.1232","3,883.6","78.09","0.0709","168.4617","0.0531","525.6615","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3891","-71.148","POINT (-71.147955379964 42.3891087850027)"
"B1358","2019","137-2","Non-Compliant","Non-Residential","Other","71,940",,"485 Broadway","1960","323-1","1","Museum","Museum (67226.2)","69,797",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","C/O HARVARD REAL ESTATE, INC.",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0656","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3751","-71.1141","POINT (-71.1140883117136 42.3751244507418)"
"B1675","2019","203B-69","Non-Compliant","Non-Residential","Education","58,079","1","5 cadbury road","1963","106-30","1","K-12 School","K-12 School (55000.0),Parking (5000.0)","55,000",,"CAMBRIDGE FRIENDS SCHOOL INC",,"100","0","0","0","0",,,,,,,,,,"0",,"0",,"0",,"0",,"0","24.4","0.44","0.0656","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3879","-71.1306","POINT (-71.1306391415054 42.3878766862032)"
"B1016","2015","267.1-232","Compliant","Non-Residential","Office","139,520","3","100 Acorn Park Drive","2005","9-4","1","Laboratory","Office (124404.0),Laboratory (N/A)","155,000",,"AP Cambridge Partners, LLC Tr. Acorn","Park Holdings Realty Trust","1","9,179,380.6","31,320,050.6","18,547.3236","1,854,732.4",,,,,,,,,,"33,174,782.9","33,144,189.8","214","213.8","100,292,427.7","100,260,305","647","646.8","2,499.8682","3,849.7","24.84","0.0767","2,401.3545","0.0531","98.5137","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3981","-71.1501","POINT (-71.150058297135 42.3981064200514)"
"B1860","2024","11-146","Non-Compliant","Non-Residential","Other","238,934","3","140 First Street","2023","571-1","1","Laboratory","Laboratory (408259.0)","408,259",,"CHARLES PARK TWO, LLC,","C/O JONES LANG LASALLE",,"11,324,383.9","38,638,798","266,598.2","26,659,817.9",,,,,,,,,,"65,298,616","65,298,616","159.9","159.9","136,181,443.3","136,181,443.3","333.6","333.6","4,206.0246","8,318.9","20.38","0.0722","2,790.0017","0.0531","1,416.0229","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3665","-71.0773","POINT (-71.0773087947513 42.3665063492876)"
"B1344","2023","66-12","Compliant","Non-Residential","Office","36,750","3","142 Waverly Street","1960","744-10","1","Office","Office (79500.0)","79,500",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"83,502.8","284,911.6","1,307.4","130,743.4",,,,,,,,,,"415,655","479,214.4","5.2","6","935,033.2","1,022,704.7","11.8","12.9","27.5171","2.3","0.03","0.0722","20.5727","0.0531","6.9444","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3557","-71.1063","POINT (-71.1063247636221 42.3557330654579)"
"B1488","2023","52A-21","Compliant","Non-Residential","College/University","3,691,096","0","50 VASSAR ST","1973","668-38","1","College/University","College/University (84329.0)","84,329",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"2,949,930","10,065,161.3",,,,,,,,,"11,581,212.1","11,384,789.8",,"33,031,163.2","33,759,273.6","391.7","400.3","52,417,724.7","53,339,835","621.6","632.5","2,148.1208","1,017,583.7","12,066.83","0.0722","726.7777","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","755.933","0.0575","665.4101","42.3611","-71.0923","POINT (-71.0923492175311 42.3610715331232)"
"B1658","2019","165-56","Compliant","Residential","Residential","135,479","74","975 Memorial Drive","1985","398-4","1","Multifamily Housing","Multifamily Housing (147273.0),Parking (33366.0)","147,273","71","HOPKINS, NANCY","B","15","2,527,609.9","8,624,205.1","21,640.4","2,164,037.8",,,,,,,,,,"10,788,242.9","10,609,755.5","73.3","72","26,420,014","26,059,743.7","179.4","176.9","681.0961","31.9","0.22","0.0656","566.1537","0.0531","114.9424","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3716","-71.1236","POINT (-71.1235954423705 42.3716244570627)"
"B1840","2023","34-110","Non-Compliant","Non-Residential","House of Worship","27,981","1","39 Sixth Street",,"452-2","1",,,,,"ROMAN CATHOLIC ARCHBISHOP OF BOSTON","CORPORATION SOLE",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3708","-71.0854","POINT (-71.085409388091 42.3708235439262)"
"B1509","2022","62-34","Compliant","Residential","College/University","150,644","210","540 MEMORIAL DR (REAR)","1963","747-2, 747-3, 747-4, 747-5, 747-6","5","College/University","College/University (162225.0)","162,225",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"1,023,780","3,493,137.3","1,280","128,000",,,,,,,,"12,916,692.2",,"16,537,829.5","17,251,174.1","101.9","106.3","25,454,496.1","26,250,634.3","156.9","161.8","1,115.3875","8,054.3","49.65","0.0718","250.9399","0.0531","6.7987","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","857.649","0.0575","0","42.3552","-71.1035","POINT (-71.1035442869943 42.3552486676985)"
"B1204","2016","144-1","Non-Compliant","Non-Residential","Technology/Science","2,402,868","15","12 Oxford St","1958","241-45, 241-8, 241-4, 241-41","4","Laboratory","Laboratory (259631.2)","261,875",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"6,184,238","21,100,620","4,350","435,000",,,,,,,"24,728,971.8",,,,,,,,,,,"3,025.1627","3,484","13.42","0.0749","1,581.23","0.0531","23.1049","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","1,420.8278","42.3789","-71.1146","POINT (-71.1146194749249 42.3788597742295)"
"B1619","2015","70-74, 71-55","Non-Compliant","Non-Residential","Other","498,216",,"181 Massachusetts Avenue","2015","673-1, 673-2","2","Mixed Use Property","Office (351239.0),Laboratory (402022.0),Parking (139276.0),Retail Store (6157.0)","759,418",,"MIT 181 MASSACHUSETTS AVE FEE OWN . LLC.,",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0767","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3617","-71.0967","POINT (-71.096691972932 42.361669553318)"
"B1187","2019","157-51","Compliant","Residential","Residential","77,870","83","15 Everett Street","1937","243-19","1","Multifamily Housing","Multifamily Housing (77455.0)","77,455","83","PRESIDENT & FELLOWS OF HARVARD COLLEGE","C/O HARVARD REAL ESTATE INC.","95","186,497.8","636,330.6","31,438.8","3,143,879.8",,,,,,,,,,"3,780,210.4","3,695,906.5","48.8","47.7","5,082,799.4","4,994,280.3","65.6","64.5","208.7598","1,382.3","17.85","0.0656","41.7732","0.0531","166.9865","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3802","-71.1185","POINT (-71.1184548471781 42.3802040863147)"
"B1893","2021","197-4","Compliant","Municipal","Education","145,715","0","70 Rindge Avenue","1999","73-1","1","K-12 School","K-12 School (108989.0)","108,989",,"CAMBRIDGE CITY OF","SCHOOL DEPT","44","854,934.4","2,917,036.3","68,194.3","6,819,426.5",,,,,,,,,,"9,736,462.7","10,378,464.4","89.3","95.2","15,328,099.4","16,002,201.1","140.6","146.8","573.1582","359.8","3.3","0.0723","210.9457","0.0531","362.2125","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3921","-71.1283","POINT (-71.1282994250555 42.3920774412028)"
"B1173","2022","157-69","Compliant","Non-Residential","Technology/Science","1,462,119","18","11 Oxford St","1931","266-9","1","Laboratory","Laboratory (51360.0)","51,360",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"754,181.3","2,573,266.5",,,,,,,,,,"1,347,720",,"3,920,986.5","3,982,719.6","76.3","77.5","8,826,508.8","8,900,776.3","171.9","173.3","274.3448","1,419.9","27.65","0.0718","184.8582","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","89.4866","0.0575","0","42.3775","-71.1171","POINT (-71.1171387685518 42.3775328220095)"
"B1755","2015","63-132","Compliant","Non-Residential","Technology/Science","65,178","1","325 Vassar Street","1950","746-4","1","Laboratory","Laboratory (52520.0)","52,520",,"BMR-325 VASSAR STREET LLC,","C/O RYAN LLC",,"2,439,822.6","8,324,674.9","285,542.8","28,554,284.1",,,,,,,,,,"36,878,959","36,826,808.4","702.2","701.2","53,291,088","53,145,066.3","1,014.7","1,011.9","2,154.9202","2,543.5","48.43","0.0767","638.2651","0.0531","1,516.6551","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.355","-71.1058","POINT (-71.1058280976031 42.3550113106537)"
"B1647","2024","42-33","Compliant","Non-Residential","Retail","35,502","1","200 Broadway","1896","593-2","1","Retail Store","Retail Store (35502.0)","35,502",,"200 BROADWAY, LLC,","ATTN: CHRISTOPHER CASSEL","88","111,559.3","380,640.4","9,834.7","983,471",,,,,,,,,,"1,364,111.4","1,474,816.5","38.4","41.5","2,098,437.7","2,212,745","59.1","62.3","79.7216","215.4","6.07","0.0722","27.485","0.0531","52.2366","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3658","-71.093","POINT (-71.0930139343169 42.3658293489575)"
"B1857","2018","162-74","Non-Compliant","Residential","Other","77,484","0","89-91 Winthrop Street",,"396-12","1",,,,,"ROBERTS, PASHA",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0701","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3725","-71.1209","POINT (-71.1208560401524 42.3724599412051)"
"B1704","2021","242B-56","Compliant","Non-Residential","Other","187,700",,"80 Gerry's Landing Rd.","1998","387-11","1","Fitness Center/Health Club/Gym","Fitness Center/Health Club/Gym (60000.0)","80,000",,"BUCKINGHAM BROWNE AND NICHOLS SCHOOL","",,"684,646.4","2,336,013.4","45,832.5","4,583,250.5",,,,,,,,,,"6,919,263.9","7,346,665.9","115.3","122.4","11,353,250.5","11,802,022.6","189.2","196.7","412.3674","415.7","6.93","0.0723","168.929","0.0531","243.4384","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3726","-71.136","POINT (-71.1359865723989 42.3726145630161)"
"B1336","2020","53-61","Non-Compliant","Non-Residential","College/University","342,002","1","32 ALBANY ST","1966","666-1","1","College/University","College/University (143032.0)","143,032",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY","C/O MIT INVESTMENTS MANAGEMENT CO",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0709","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.362","-71.0928","POINT (-71.0927835850139 42.3620297618173)"
"B1702","2023","81-103","Compliant","Non-Residential","Office","100,545","0","1035 Cambridge Street","1989","351-1","1","Office","Office (102807.0)","102,807",,"CAMBRIDE BUSINESS CENTER",,"72","1,248,774","4,260,816.8","23,175","2,317,500.3",,,,,,,,,,"6,578,317.1","6,952,611","64","67.6","14,363,662.4","14,774,655.2","139.7","143.7","430.7548","62,513.6","608.07","0.0722","307.6619","0.0531","123.0929","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3735","-71.0935","POINT (-71.0934970145018 42.3735273489817)"
"B1793","2023","76-85","Compliant","Residential","Residential","53,724","61","243 Broadway","1879","527-24","1","Multifamily Housing","Multifamily Housing (57927.0)","57,927","61","THE CLOSE BUILDING LLC,","C/O MALONEY PROPERTIES","40","501,758","1,711,998.3","21,225.3","2,122,533.2",,,,,,,,,,"3,834,531.5","4,036,844.5","66.2","69.7","7,022,255.1","7,359,801.4","121.2","127.1","236.356","1,994.3","34.43","0.0722","123.6187","0.0531","112.7373","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3674","-71.0956","POINT (-71.0956280357384 42.3674022705262)"
"B1495","2021","48-129","Compliant","Non-Residential","College/University","903,407",,"45 CARLETON ST","1982","672-8","1","College/University","College/University (156676.0)","156,676",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY","",,"3,935,362","13,427,455.2","5","500",,,,,,,"15,562,945","24,369,541",,"53,360,441.2","53,087,117.3","340.6","338.8","81,077,238.8","81,065,896.3","517.5","517.4","3,483.3195","2,289.8","14.61","0.0723","971.0074","0.0531","0.0266","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","1,618.101","0.0575","894.1846","42.3616","-71.0869","POINT (-71.0869037497521 42.3616406168251)"
"B1704","2018","242B-56","Compliant","Non-Residential","Other","187,700",,"80 Gerry's Landing Rd.","1998","387-11","1","Fitness Center/Health Club/Gym","Fitness Center/Health Club/Gym (60000.0)","80,000",,"BUCKINGHAM BROWNE AND NICHOLS SCHOOL",,,"345,649.4","1,179,355.9","49,958.7152","4,995,871.5",,,,,,,,,,"1,460,689.6","8,171,402","24.3","136.2","3,597,596.9","13,858,519.3","60","231","348.0649","827.8","13.8","0.0701","82.7101","0.0531","265.3547","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3726","-71.136","POINT (-71.1359851738897 42.3726147961178)"
"B1007","2020","121-114","Compliant","Residential","Residential","87,557","72","1008 Massachusetts Avenue","1987","489-2","1","Multifamily Housing","Multifamily Housing (50000.0)","50,000","65","MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,"64","532,947","1,818,415.3","14,573.5","1,457,350",,,,,,,,,,"3,275,765.3","3,410,513.2","65.5","68.2","6,621,780.4","6,794,900.7","132.4","135.9","206.2442","1,724.9","34.5","0.0709","128.8374","0.0531","77.4069","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3691","-71.1114","POINT (-71.1113838012996 42.3690631874384)"
"B1534","2015","105-81","Compliant","Non-Residential","Office","32,761","10","700 Massachusetts Avenue","1902","592-5","1","Office","Office (15600.0)","15,600",,"CENTRAL PROPERTY LIMITED PARTNERSHIP",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0767","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3658","-71.1049","POINT (-71.1049186111127 42.3657872581525)"
"B1189","2017","159-1","Compliant","Non-Residential","Office","1,223,988","1,027","17 Quincy St","1911","318-27","1","Office","Office (21330.0)","21,330",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,"55","115,763.1","394,983.8","1,618","161,801.3",,,,,,,"372,415","478,682.2",,"1,407,882.3","1,413,632.6","66","66.3","2,190,618","2,199,908.2","102.7","103.1","91.3744","240.3","11.26","0.0749","29.5991","0.0531","8.594","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","31.7838","0.0575","21.3975","42.3735","-71.1153","POINT (-71.1152887633909 42.3735003192743)"
"B1210","2021","144-1","Compliant","Non-Residential","College/University","2,402,868","15","20 Divinity Ave","1887","241-22","1","College/University","College/University (13708.0)","13,708",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","",,"73,633","251,235.9","1.7","174",,,,,,,,"400,960",,"652,369.9","685,571.9","47.6","50","1,186,014.6","1,225,957.9","86.5","89.4","44.8005","8.5","0.62","0.0723","18.1681","0.0531","0.0092","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","26.6231","0.0575","0","42.3792","-71.1142","POINT (-71.1142178738033 42.3791857903886)"
"B1902","2015","156-24","Compliant","Residential","College/University","31,860","38","3 WENDELL ST","2009","214-37","1","Residence Hall/Dormitory","Residence Hall/Dormitory (7226.0)","7,226",,"LESLEY COLLEGE","","100","54,633","186,407.8","1,065.1","106,509.9",,,,,,,,,,"106,509.9","106,509.9","14.7","14.7","111,835.4","111,835.4","15.5","15.5","19.9494","152.1","21.05","0.0767","14.2922","0.0531","5.6573","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3818","-71.119","POINT (-71.11901190009 42.3818146514693)"
"B1056","2024","114-130","Compliant","Municipal","Education","74,607","1","359 Broadway","1930","364-56","1","K-12 School","K-12 School (74621.0)","74,621",,"CAMBRIDGE CITY OF","SCHOOL DEPT","87","253,148.1","863,741.4","25,021.6","2,502,162.8",,,,,,,,,,"3,365,904.3","3,706,139.2","45.1","49.7","5,045,747","5,423,996.4","67.6","72.7","195.2695","557.2","7.47","0.0722","62.3684","0.0531","132.9011","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3709","-71.104","POINT (-71.1039772207025 42.3709399773318)"
"B1104","2017","71-56","Compliant","Non-Residential","Technology/Science","978,455",,"700 Main Street","1998","658-1, 658-2","2","Laboratory","Laboratory (168879.0)","168,879",,"MIT 650 MAIN STREET, LLC",,,"8,101,267.9","27,641,526.1","414,170","41,417,003.8",,,,,,,,,,"69,058,530",,"408.9",,"120,884,127.2",,"715.8",,"4,271.2457","4,307.3","25.51","0.0749","2,071.3898","0.0531","2,199.8559","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3622","-71.0947","POINT (-71.0946601383076 42.3622053033436)"
"B1107","2019","173-71, 173-101","Non-Compliant","Residential","Residential","47,492","58","1610-1616-1622 Massachusetts Avenue","1880","244-9","1","Multifamily Housing","Multifamily Housing (47492.0)","47,492","56","CAMBRIDGE REALTY LLC,",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0656","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3802","-71.1204","POINT (-71.1203610763829 42.3802019763051)"
"B1190","2024","161-76","Compliant","Residential","College/University","213,953",,"10 Holyoke Pl","1930","424-3, 424-9","2","Residence Hall/Dormitory","Residence Hall/Dormitory (216722.0)","216,722",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","C/O HARVARD REAL ESTATE, INC.",,"1,339,380.2","4,569,965.2","3,777","377,698",,,,,,,"3,165,539.5","7,786,189.9",,"15,899,392.5","16,389,435.2","73.4","75.6","25,440,232.8","26,063,376.4","117.4","120.3","1,048.9165","4,336.6","20.01","0.0722","329.9847","0.0531","20.0612","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","516.9913","0.0575","181.8792","42.3708","-71.1184","POINT (-71.118413079932 42.3708118912478)"
"B1385","2024","185-58","Compliant","Non-Residential","Education","90,180",,"1 Matignon Rd.","1949","2-10, 2-11, 2-9","3","K-12 School","K-12 School (96508.0)","96,508",,"ARCHDIOCESE CENTRAL HIGH SCHOOL INC.",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.4015","-71.1317","POINT (-71.1317433603848 42.4015177701713)"
"B1515","2018","168-33","Non-Compliant","Non-Residential","Office","53,797","0","Two Brattle Square","1994","355-12","1","Office","Office (30674.0)","30,674",,"BRATTLE SQUARE ASSOCIATES",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0701","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3734","-71.1219","POINT (-71.1218750554031 42.373359305144)"
"B1780","2017","19-23","Non-Compliant","Non-Residential","Office","90,115","6","47 Thorndike Street",,"479-1","1",,,,,"MIDDLESEX, COUNTY OF",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0749","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3699","-71.0797","POINT (-71.079694562334 42.3699304015586)"
"B1329","2023","52A-21","Compliant","Non-Residential","College/University","3,691,096","0","60 VASSAR ST","1957","668-26","1","College/University","College/University (133545.0)","133,545",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"2,551,029","8,704,110.8",,,,,,,,,"4,730,736","15,771,545.3",,"29,206,392.1","30,454,052.8","218.7","228","47,650,297.1","49,169,393.9","356.8","368.2","1,947.5161","1,642,194","12,296.93","0.0722","628.5","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","1,047.207","0.0575","271.8092","42.3609","-71.0912","POINT (-71.0911511846257 42.3608585649715)"
"B1571","2020","58-161","Compliant","Residential","College/University","237,928","230","305 MEMORIAL DR","1939","728-1","1","College/University","College/University (189693.0)","189,693",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY","C/O MIT INVESTMENTS MANAGEMENT CO",,"2,275,976","7,765,630",,,,,,,,,,"7,683,389.9",,"15,449,020","16,008,792.7","81.4","84.4","30,987,197.9","31,609,582.8","163.4","166.6","1,060.3718",,,"0.0709","550.2062","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","510.1656","0.0575","0","42.3576","-71.0935","POINT (-71.0935064473606 42.35762051197)"
